,Access Number,starttime,endtime,toptime,Duration,To Pass Number,Fac_name,Sen_name,Sat_name,UpDown
6983,1,1668245865.0,1668246113.0,1668245989.0,248.22558540104365,2,fac1,sen12,sat19,1
6984,2,1668284735.0,1668285069.0,1668284902.0,334.5897399546884,8,fac1,sen12,sat19,0
6985,1,1668257931.0,1668258357.0,1668258144.0,425.68622022803174,4,fac1,sen12,sat20,1
6986,2,1668291459.0,1668291880.0,1668291669.5,421.1502432347479,9,fac1,sen12,sat20,0
6987,1,1668245889.0,1668246044.0,1668245966.5,154.5768783368021,2,fac1,sen12,sat21,1
6988,2,1668284308.0,1668284451.0,1668284379.5,143.23331846620567,8,fac1,sen12,sat21,0
6989,1,1668268701.0,1668268862.0,1668268781.5,160.9991967286187,6,fac1,sen12,sat22,1
6990,2,1668306124.0,1668306423.0,1668306273.5,298.94311688950984,12,fac1,sen12,sat22,0
6991,1,1668279099.0,1668279399.0,1668279249.0,300.2405233662357,8,fac1,sen12,sat23,1
6992,2,1668310538.0,1668310709.0,1668310623.5,171.27335893501004,13,fac1,sen12,sat23,0
6993,1,1668248343.0,1668248704.0,1668248523.5,360.8716668040215,2,fac1,sen12,sat24,0
6994,2,1668295930.0,1668296245.0,1668296087.5,315.0069613830565,10,fac1,sen12,sat24,1
6995,1,1668253840.0,1668254152.0,1668253996.0,311.9101722150517,3,fac1,sen12,sat25,0
6996,2,1668305954.0,1668306204.0,1668306079.0,249.4005873818387,12,fac1,sen12,sat25,1
6997,1,1668271619.0,1668271757.0,1668271688.0,138.13930053015793,6,fac1,sen12,sat26,0
6998,2,1668278118.0,1668278414.0,1668278266.0,295.44381856412656,7,fac1,sen12,sat26,0
6999,1,1668298325.0,1668298585.0,1668298455.0,260.8377357430654,11,fac1,sen12,sat27,0
7000,1,1668284028.0,1668284163.0,1668284095.5,134.90170129483158,9,fac1,sen12,sat28,1
7001,2,1668321646.0,1668321940.0,1668321793.0,293.6223207686562,15,fac1,sen12,sat28,0
7002,1,1668272748.0,1668273093.0,1668272920.5,344.8474025185933,6,fac1,sen12,sat29,0
7003,2,1668319601.0,1668319896.0,1668319748.5,295.021157194089,14,fac1,sen12,sat29,1
7004,1,1668265846.0,1668265955.0,1668265900.5,109.30593807693367,6,fac1,sen12,sat30,1
7005,2,1668303313.0,1668303596.0,1668303454.5,282.86343308400683,12,fac1,sen12,sat30,0
7006,1,1668240000.0,1668240040.0,1668240020.0,40.732944436335636,1,fac1,sen12,sat31,0
7007,2,1668292368.0,1668292665.0,1668292516.5,297.2888795574545,10,fac1,sen12,sat31,1
7008,3,1668324384.0,1668324608.0,1668324496.0,223.58939160111186,15,fac1,sen12,sat31,0
7009,1,1668273184.0,1668273265.0,1668273224.5,80.13223770237528,7,fac1,sen12,sat32,0
7010,2,1668318049.0,1668318199.0,1668318124.0,149.06378396382206,15,fac1,sen12,sat32,1
7011,1,1668256264.0,1668256568.0,1668256416.0,304.0370016669567,4,fac1,sen12,sat33,0
7012,2,1668297102.0,1668297278.0,1668297190.0,176.78461248940584,11,fac1,sen12,sat33,1
7013,1,1668282770.0,1668283015.0,1668282892.5,245.655095811504,8,fac1,sen12,sat34,0
7014,1,1668267712.0,1668268122.0,1668267917.0,410.8804719331565,6,fac1,sen12,sat35,1
7015,2,1668301934.0,1668302387.0,1668302160.5,452.1560097280817,11,fac1,sen12,sat35,0
7016,1,1668252854.0,1668253213.0,1668253033.5,358.1842188100163,4,fac1,sen12,sat36,1
7017,2,1668292006.0,1668292381.0,1668292193.5,374.94705570375663,10,fac1,sen12,sat36,0
7018,1,1668295310.0,1668295551.0,1668295430.5,240.9737028747477,11,fac1,sen12,sat37,0
7019,1,1668319731.0,1668320003.0,1668319867.0,271.6056938450638,15,fac1,sen12,sat38,0
7020,1,1668278263.0,1668278526.0,1668278394.5,263.08652295228967,8,fac1,sen12,sat39,1
7021,2,1668322795.0,1668323132.0,1668322963.5,336.89408809421,15,fac1,sen12,sat39,0
7022,1,1668274233.0,1668274550.0,1668274391.5,317.23391823381826,7,fac1,sen12,sat40,0
7023,2,1668315949.0,1668316255.0,1668316102.0,305.941354858398,14,fac1,sen12,sat40,1
7024,1,1668247546.0,1668247887.0,1668247716.5,341.4441440128403,3,fac1,sen12,sat41,1
7025,2,1668287126.0,1668287461.0,1668287293.5,335.43522073279746,9,fac1,sen12,sat41,0
7026,1,1668275022.0,1668275384.0,1668275203.0,361.1720629633346,7,fac1,sen12,sat42,1
7027,2,1668314263.0,1668314646.0,1668314454.5,382.6253205788089,13,fac1,sen12,sat42,0
7028,1,1668261314.0,1668261687.0,1668261500.5,372.99080163108374,5,fac1,sen12,sat43,0
7029,2,1668302830.0,1668303153.0,1668302991.5,323.0860599942025,12,fac1,sen12,sat43,1
7030,1,1668254080.0,1668254465.0,1668254272.5,385.6688690358751,4,fac1,sen12,sat44,1
7031,2,1668293507.0,1668293831.0,1668293669.0,323.9988880171368,10,fac1,sen12,sat44,0
7032,1,1668286122.0,1668286339.0,1668286230.5,216.63721720451576,9,fac1,sen12,sat45,1
7033,2,1668318594.0,1668318949.0,1668318771.5,354.7529700436571,14,fac1,sen12,sat45,0
7034,1,1668279878.0,1668280019.0,1668279948.5,141.607383231516,8,fac1,sen12,sat46,1
7035,2,1668317071.0,1668317358.0,1668317214.5,286.96780730407045,14,fac1,sen12,sat46,0
7036,1,1668267715.0,1668268128.0,1668267921.5,413.00978819737793,5,fac1,sen12,sat47,0
7037,2,1668316922.0,1668317310.0,1668317116.0,388.7567280966905,13,fac1,sen12,sat47,1
7038,1,1668261145.0,1668261454.0,1668261299.5,309.24471243090375,5,fac1,sen12,sat48,1
7039,2,1668300465.0,1668300773.0,1668300619.0,308.580135694574,11,fac1,sen12,sat48,0
7040,1,1668282823.0,1668283106.0,1668282964.5,282.3148926607464,9,fac1,sen12,sat49,1
7041,1,1668265906.0,1668266275.0,1668266090.5,368.44321205349115,5,fac1,sen12,sat50,1
7042,2,1668299976.0,1668300227.0,1668300101.5,251.04281679921405,10,fac1,sen12,sat50,0
7043,3,1668306559.0,1668306635.0,1668306597.0,75.75334237189963,11,fac1,sen12,sat50,0
7044,1,1668247466.0,1668247671.0,1668247568.5,205.52205513622357,2,fac1,sen12,sat51,0
7045,2,1668293340.0,1668293643.0,1668293491.5,303.16155840701686,10,fac1,sen12,sat51,1
7046,1,1668243033.0,1668243452.0,1668243242.5,418.55115590328205,2,fac1,sen12,sat52,0
7047,2,1668291646.0,1668292052.0,1668291849.0,405.76333759824047,10,fac1,sen12,sat52,1
7048,1,1668267087.0,1668267306.0,1668267196.5,219.37306339509814,6,fac1,sen12,sat53,1
7049,2,1668273640.0,1668273902.0,1668273771.0,262.70449127775646,7,fac1,sen12,sat53,1
7050,3,1668307429.0,1668307818.0,1668307623.5,388.98999973139144,12,fac1,sen12,sat53,0
7051,1,1668265878.0,1668266255.0,1668266066.5,376.6790258526635,6,fac1,sen12,sat54,1
7052,2,1668305535.0,1668305865.0,1668305700.0,329.1289142231399,12,fac1,sen12,sat54,0
7053,1,1668257276.0,1668257716.0,1668257496.0,439.5158206646629,4,fac1,sen12,sat55,0
7054,2,1668306576.0,1668306950.0,1668306763.0,373.90799962762685,12,fac1,sen12,sat55,1
7055,1,1668251724.0,1668251865.0,1668251794.5,141.28069234768736,3,fac1,sen12,sat56,0
7056,2,1668297353.0,1668297646.0,1668297499.5,292.8966640055078,11,fac1,sen12,sat56,1
7057,1,1668292458.0,1668292801.0,1668292629.5,342.78472274566593,10,fac1,sen12,sat57,1
7058,2,1668324943.0,1668325309.0,1668325126.0,366.492508522133,15,fac1,sen12,sat57,0
7059,1,1668277406.0,1668277776.0,1668277591.0,369.51021547700657,7,fac1,sen12,sat59,1
7060,2,1668310208.0,1668310593.0,1668310400.5,384.5754401764134,12,fac1,sen12,sat59,0
7061,1,1668268854.0,1668269216.0,1668269035.0,361.3020035368354,6,fac1,sen12,sat60,1
7062,2,1668308321.0,1668308711.0,1668308516.0,389.4504387364432,12,fac1,sen12,sat60,0
7063,1,1668274586.0,1668274745.0,1668274665.5,158.88190815502458,7,fac1,sen12,sat61,1
7064,2,1668305971.0,1668306238.0,1668306104.5,267.08697559824213,12,fac1,sen12,sat61,0
7065,1,1668253962.0,1668254321.0,1668254141.5,358.9549933035505,3,fac1,sen12,sat62,0
7066,2,1668301298.0,1668301623.0,1668301460.5,324.9727340705722,11,fac1,sen12,sat62,1
7067,1,1668264909.0,1668264981.0,1668264945.0,72.51310032570109,5,fac1,sen12,sat63,0
7068,2,1668306199.0,1668306454.0,1668306326.5,255.02161002536013,12,fac1,sen12,sat63,1
7069,1,1668250771.0,1668251134.0,1668250952.5,363.3195411867091,3,fac1,sen12,sat64,1
7070,2,1668284215.0,1668284535.0,1668284375.0,319.6808011766261,8,fac1,sen12,sat64,0
7071,1,1668272277.0,1668272529.0,1668272403.0,252.10811673343414,6,fac1,sen12,sat65,0
7072,2,1668320720.0,1668320967.0,1668320843.5,247.23023745221144,14,fac1,sen12,sat65,1
7073,1,1668253775.0,1668254025.0,1668253900.0,249.82775055286766,3,fac1,sen12,sat66,0
7074,1,1668274229.0,1668274639.0,1668274434.0,409.9101158094127,7,fac1,sen12,sat67,1
7075,2,1668314915.0,1668315344.0,1668315129.5,429.1439629233064,13,fac1,sen12,sat67,0
7076,1,1668275221.0,1668275529.0,1668275375.0,308.37033252667607,7,fac1,sen12,sat68,1
7077,2,1668306805.0,1668307005.0,1668306905.0,199.4570160455769,12,fac1,sen12,sat68,0
7078,1,1668252373.0,1668252688.0,1668252530.5,314.46814359326527,3,fac1,sen12,sat69,1
7079,2,1668284467.0,1668284803.0,1668284635.0,335.6954220095795,8,fac1,sen12,sat69,0
7080,1,1668272406.0,1668272840.0,1668272623.0,434.07801564414694,6,fac1,sen12,sat70,1
7081,2,1668306464.0,1668306857.0,1668306660.5,393.62563500025135,11,fac1,sen12,sat70,0
7082,1,1668271472.0,1668271766.0,1668271619.0,293.90257905653925,7,fac1,sen12,sat71,1
7083,1,1668253508.0,1668253796.0,1668253652.0,287.96314237590013,3,fac1,sen12,sat72,0
7084,2,1668260160.0,1668260297.0,1668260228.5,137.20732945227792,4,fac1,sen12,sat72,0
7085,3,1668303055.0,1668303397.0,1668303226.0,342.18320436869544,11,fac1,sen12,sat72,1
7086,1,1668290620.0,1668290819.0,1668290719.5,198.85838981529378,10,fac1,sen12,sat73,0
7087,1,1668258436.0,1668258771.0,1668258603.5,334.7813896258958,4,fac1,sen12,sat74,0
7088,2,1668312874.0,1668313248.0,1668313061.0,374.5565468110435,13,fac1,sen12,sat74,1
7089,1,1668284214.0,1668284524.0,1668284369.0,310.00888706051046,8,fac1,sen12,sat75,0
7090,1,1668258206.0,1668258530.0,1668258368.0,323.48998713067704,4,fac1,sen12,sat76,0
7091,2,1668306284.0,1668306638.0,1668306461.0,353.59601081564324,12,fac1,sen12,sat76,1
7092,1,1668245483.0,1668245796.0,1668245639.5,313.3682095178219,2,fac1,sen12,sat77,0
7093,2,1668294592.0,1668295020.0,1668294806.0,427.9372676173516,10,fac1,sen12,sat77,1
7094,1,1668272038.0,1668272352.0,1668272195.0,313.5691950334731,6,fac1,sen12,sat78,0
7095,2,1668319434.0,1668319716.0,1668319575.0,282.5085028331523,14,fac1,sen12,sat78,1
7096,1,1668279668.0,1668280020.0,1668279844.0,351.8817038832931,8,fac1,sen12,sat79,1
7097,2,1668318436.0,1668318719.0,1668318577.5,282.658449659968,14,fac1,sen12,sat79,0
7098,1,1668277979.0,1668278376.0,1668278177.5,397.25052290935855,7,fac1,sen12,sat80,1
7099,2,1668317660.0,1668318037.0,1668317848.5,377.18806056729227,13,fac1,sen12,sat80,0
7100,1,1668260772.0,1668261035.0,1668260903.5,262.78170952749497,5,fac1,sen12,sat81,1
7101,2,1668298857.0,1668299185.0,1668299021.0,328.0444715560443,11,fac1,sen12,sat81,0
7102,1,1668259281.0,1668259619.0,1668259450.0,337.46568975106493,4,fac1,sen12,sat82,0
7103,2,1668307049.0,1668307426.0,1668307237.5,376.24852106436447,12,fac1,sen12,sat82,1
7104,1,1668245234.0,1668245561.0,1668245397.5,327.4506556591423,2,fac1,sen12,sat83,1
7105,2,1668285638.0,1668286068.0,1668285853.0,429.1210930191446,8,fac1,sen12,sat83,0
7106,1,1668258456.0,1668258790.0,1668258623.0,334.7428626428664,4,fac1,sen12,sat84,0
7107,2,1668300220.0,1668300606.0,1668300413.0,386.4117772133832,11,fac1,sen12,sat84,1
7108,1,1668261630.0,1668261927.0,1668261778.5,296.9768393333252,5,fac1,sen12,sat85,0
7109,2,1668309312.0,1668309631.0,1668309471.5,319.0309716673073,13,fac1,sen12,sat85,1
7110,1,1668246591.0,1668246711.0,1668246651.0,120.54030760315254,3,fac1,sen12,sat86,1
7111,1,1668255326.0,1668255644.0,1668255485.0,318.0118882668394,4,fac1,sen12,sat87,0
7112,2,1668303172.0,1668303551.0,1668303361.5,378.8928143116791,12,fac1,sen12,sat87,1
7113,1,1668254017.0,1668254306.0,1668254161.5,289.2524321589499,4,fac1,sen12,sat88,1
7114,2,1668292548.0,1668292883.0,1668292715.5,334.6888934363669,10,fac1,sen12,sat88,0
7115,1,1668264313.0,1668264611.0,1668264462.0,297.9989448920387,5,fac1,sen12,sat89,1
7116,2,1668308458.0,1668308776.0,1668308617.0,318.3510077690007,12,fac1,sen12,sat89,0
7117,1,1668243035.0,1668243119.0,1668243077.0,83.72012965479735,2,fac1,sen12,sat90,0
7118,2,1668285806.0,1668286166.0,1668285986.0,359.9595219059411,9,fac1,sen12,sat90,1
7119,3,1668326368.0,1668326400.0,1668326384.0,31.95169733109651,15,fac1,sen12,sat90,0
7120,1,1668274027.0,1668274092.0,1668274059.5,64.54328880549292,7,fac1,sen12,sat91,1
7121,2,1668316888.0,1668317156.0,1668317022.0,268.04261945627513,14,fac1,sen12,sat91,0
7122,1,1668265789.0,1668266105.0,1668265947.0,316.7899412219376,6,fac1,sen12,sat92,1
7123,2,1668304825.0,1668305140.0,1668304982.5,315.42280525228125,12,fac1,sen12,sat92,0
7124,1,1668249367.0,1668249750.0,1668249558.5,383.0530530214328,3,fac1,sen12,sat93,1
7125,2,1668282142.0,1668282523.0,1668282332.5,380.81853282621887,8,fac1,sen12,sat93,0
7126,1,1668268887.0,1668269314.0,1668269100.5,427.50120899760077,6,fac1,sen12,sat94,0
7127,2,1668311970.0,1668312270.0,1668312120.0,299.45209920227353,13,fac1,sen12,sat94,1
7128,1,1668277301.0,1668277590.0,1668277445.5,288.25748715850204,7,fac1,sen12,sat95,0
7129,1,1668242700.0,1668242975.0,1668242837.5,275.0352321850314,2,fac1,sen12,sat96,1
7130,2,1668281044.0,1668281314.0,1668281179.0,269.68406167379726,8,fac1,sen12,sat96,0
7131,1,1668266480.0,1668266786.0,1668266633.0,306.1062295075317,6,fac1,sen12,sat97,1
7132,2,1668298756.0,1668299049.0,1668298902.5,293.08277981092397,11,fac1,sen12,sat97,0
7133,1,1668275426.0,1668275849.0,1668275637.5,423.78903302117396,7,fac1,sen12,sat98,0
7134,2,1668318076.0,1668318499.0,1668318287.5,422.8375803317176,14,fac1,sen12,sat98,1
7135,1,1668244757.0,1668245148.0,1668244952.5,390.987611100667,2,fac1,sen12,sat99,1
7136,2,1668278336.0,1668278731.0,1668278533.5,395.1576041685985,7,fac1,sen12,sat99,0
7137,1,1668271244.0,1668271539.0,1668271391.5,294.503357953894,6,fac1,sen12,sat100,1
7138,2,1668311691.0,1668312001.0,1668311846.0,309.91825420499663,12,fac1,sen12,sat100,0
7139,1,1668242417.0,1668242798.0,1668242607.5,380.8664706084751,2,fac1,sen12,sat101,1
7140,2,1668276193.0,1668276622.0,1668276407.5,429.7606729966428,7,fac1,sen12,sat101,0
7141,3,1668325269.0,1668325673.0,1668325471.0,404.28013359737815,15,fac1,sen12,sat101,1
7142,1,1668280487.0,1668280816.0,1668280651.5,329.59357313640794,8,fac1,sen12,sat102,1
7143,2,1668321070.0,1668321454.0,1668321262.0,384.57753681637405,14,fac1,sen12,sat102,0
7144,1,1668249807.0,1668250256.0,1668250031.5,449.3743006482364,3,fac1,sen12,sat103,0
7145,2,1668299221.0,1668299665.0,1668299443.0,443.91208897221077,11,fac1,sen12,sat103,1
7146,1,1668275308.0,1668275536.0,1668275422.0,228.3620361742578,7,fac1,sen12,sat104,1
7147,2,1668281838.0,1668282068.0,1668281953.0,230.02857078567467,8,fac1,sen12,sat104,1
7148,3,1668315340.0,1668315701.0,1668315520.5,361.5480245333456,13,fac1,sen12,sat104,0
7149,1,1668254666.0,1668255056.0,1668254861.0,389.91310483248344,4,fac1,sen12,sat105,1
7150,2,1668288206.0,1668288497.0,1668288351.5,291.4056082896932,9,fac1,sen12,sat105,0
7151,3,1668294825.0,1668294891.0,1668294858.0,65.70761963308905,10,fac1,sen12,sat105,0
7152,1,1668241254.0,1668241533.0,1668241393.5,279.01036540666405,2,fac1,sen12,sat106,1
7153,2,1668287028.0,1668287374.0,1668287201.0,345.9353393745696,9,fac1,sen12,sat106,0
7154,1,1668263597.0,1668263733.0,1668263665.0,136.01687057983872,5,fac1,sen12,sat108,0
7155,2,1668315627.0,1668315805.0,1668315716.0,178.57671811753244,14,fac1,sen12,sat108,1
7156,1,1668253751.0,1668254199.0,1668253975.0,448.2517936073582,3,fac1,sen12,sat109,0
7157,2,1668309662.0,1668310046.0,1668309854.0,384.15312033105874,12,fac1,sen12,sat109,1
7158,1,1668280454.0,1668280768.0,1668280611.0,313.8188234107147,8,fac1,sen12,sat110,1
7159,2,1668314486.0,1668314924.0,1668314705.0,437.37235429603606,13,fac1,sen12,sat110,0
7160,1,1668244536.0,1668244599.0,1668244567.5,62.300645344706936,2,fac1,sen12,sat111,0
7161,1,1668272744.0,1668272980.0,1668272862.0,235.57766516267293,7,fac1,sen12,sat112,1
7162,2,1668310049.0,1668310336.0,1668310192.5,287.3109102216695,13,fac1,sen12,sat112,0
7163,1,1668258567.0,1668258898.0,1668258732.5,331.44858155442853,4,fac1,sen12,sat113,1
7164,2,1668303065.0,1668303281.0,1668303173.0,215.67048139245162,11,fac1,sen12,sat113,0
7165,1,1668245431.0,1668245720.0,1668245575.5,289.12939646923587,2,fac1,sen12,sat114,1
7166,2,1668289562.0,1668289865.0,1668289713.5,302.6131735597228,9,fac1,sen12,sat114,0
7167,1,1668264627.0,1668265067.0,1668264847.0,440.11421924914976,5,fac1,sen12,sat115,1
7168,2,1668305292.0,1668305734.0,1668305513.0,441.93592273783725,11,fac1,sen12,sat115,0
7169,1,1668285593.0,1668285676.0,1668285634.5,83.19675018464477,9,fac1,sen12,sat116,1
7170,2,1668323293.0,1668323600.0,1668323446.5,306.94130876736017,15,fac1,sen12,sat116,0
7171,1,1668244658.0,1668245096.0,1668244877.0,437.55738123653646,2,fac1,sen12,sat117,0
7172,2,1668294322.0,1668294775.0,1668294548.5,453.32547879991034,10,fac1,sen12,sat117,1
7173,1,1668289837.0,1668290088.0,1668289962.5,251.1319207192646,10,fac1,sen12,sat118,1
7174,2,1668321029.0,1668321298.0,1668321163.5,268.5415269321966,15,fac1,sen12,sat118,0
7175,1,1668268142.0,1668268193.0,1668268167.5,51.30195279054533,6,fac1,sen12,sat119,0
7176,2,1668309231.0,1668309482.0,1668309356.5,251.17961467409623,13,fac1,sen12,sat119,1
7177,1,1668259877.0,1668260142.0,1668260009.5,265.17549353928916,5,fac1,sen12,sat120,1
7178,2,1668293450.0,1668293758.0,1668293604.0,307.2973916268238,10,fac1,sen12,sat120,0
7179,1,1668277665.0,1668277850.0,1668277757.5,184.4101812875815,7,fac1,sen12,sat121,0
7180,2,1668318585.0,1668318896.0,1668318740.5,310.6036773005617,14,fac1,sen12,sat121,1
7181,1,1668255109.0,1668255364.0,1668255236.5,254.74566746217533,4,fac1,sen12,sat122,0
7182,2,1668295390.0,1668295631.0,1668295510.5,240.69723788302508,11,fac1,sen12,sat122,1
7183,1,1668287162.0,1668287490.0,1668287326.0,327.856245858944,9,fac1,sen12,sat123,1
7184,2,1668320930.0,1668321206.0,1668321068.0,275.87258087840746,14,fac1,sen12,sat123,0
7185,1,1668285891.0,1668286302.0,1668286096.5,410.8855723247616,9,fac1,sen12,sat124,1
7186,2,1668319371.0,1668319691.0,1668319531.0,319.1256404607557,14,fac1,sen12,sat124,0
7187,1,1668269880.0,1668270171.0,1668270025.5,291.55474907473763,6,fac1,sen12,sat125,0
7188,2,1668315723.0,1668316023.0,1668315873.0,300.6755182368943,14,fac1,sen12,sat125,1
7189,1,1668286099.0,1668286483.0,1668286291.0,384.3201959719663,9,fac1,sen12,sat126,1
7190,2,1668319500.0,1668319877.0,1668319688.5,377.76002225704724,14,fac1,sen12,sat126,0
7191,1,1668271109.0,1668271380.0,1668271244.5,271.29193240947643,6,fac1,sen12,sat127,0
7192,2,1668316215.0,1668316350.0,1668316282.5,135.29123335739132,14,fac1,sen12,sat127,1
7193,1,1668316923.0,1668317192.0,1668317057.5,269.33410057469155,15,fac1,sen12,sat128,1
7194,1,1668268865.0,1668268995.0,1668268930.0,130.4576563799601,6,fac1,sen12,sat129,1
7195,2,1668275259.0,1668275533.0,1668275396.0,274.5011266666479,7,fac1,sen12,sat129,1
7196,3,1668301930.0,1668302088.0,1668302009.0,158.0919000056383,11,fac1,sen12,sat129,0
7197,4,1668308349.0,1668308625.0,1668308487.0,275.6069599846087,12,fac1,sen12,sat129,0
7198,1,1668247813.0,1668248122.0,1668247967.5,308.9232996545652,2,fac1,sen12,sat130,0
7199,2,1668300072.0,1668300213.0,1668300142.5,141.02021286843956,11,fac1,sen12,sat130,1
7200,1,1668259616.0,1668260026.0,1668259821.0,409.6712059007914,5,fac1,sen12,sat131,1
7201,2,1668299969.0,1668300395.0,1668300182.0,426.0744736184279,11,fac1,sen12,sat131,0
7202,1,1668279761.0,1668280158.0,1668279959.5,396.3736458091662,8,fac1,sen12,sat132,1
7203,2,1668320097.0,1668320514.0,1668320305.5,416.39884651500324,14,fac1,sen12,sat132,0
7204,1,1668248802.0,1668249253.0,1668249027.5,451.6288350896484,3,fac1,sen12,sat133,0
7205,2,1668298297.0,1668298719.0,1668298508.0,422.1507516537895,11,fac1,sen12,sat133,1
7206,1,1668254667.0,1668255006.0,1668254836.5,339.3604516871128,4,fac1,sen12,sat134,0
7207,2,1668301593.0,1668301858.0,1668301725.5,264.51376348445046,12,fac1,sen12,sat134,1
7208,1,1668278956.0,1668279161.0,1668279058.5,205.42307980277837,8,fac1,sen12,sat135,1
7209,2,1668310334.0,1668310600.0,1668310467.0,266.21551171841566,13,fac1,sen12,sat135,0
7210,1,1668261397.0,1668261521.0,1668261459.0,123.69261414891298,5,fac1,sen12,sat136,1
7211,1,1668252099.0,1668252437.0,1668252268.0,337.9628906508424,3,fac1,sen12,sat137,1
7212,2,1668290576.0,1668290793.0,1668290684.5,216.35747384547722,9,fac1,sen12,sat137,0
7213,1,1668244927.0,1668245046.0,1668244986.5,119.49636419905073,2,fac1,sen12,sat138,0
7214,2,1668291044.0,1668291349.0,1668291196.5,305.3566377160241,10,fac1,sen12,sat138,1
7215,1,1668279335.0,1668279768.0,1668279551.5,432.9092280813711,8,fac1,sen12,sat139,1
7216,2,1668313430.0,1668313735.0,1668313582.5,304.2137762031489,13,fac1,sen12,sat139,0
7217,1,1668268276.0,1668268668.0,1668268472.0,391.90286494581596,6,fac1,sen12,sat140,1
7218,2,1668314366.0,1668314624.0,1668314495.0,258.2177424019028,13,fac1,sen12,sat140,0
7219,1,1668285907.0,1668286074.0,1668285990.5,166.73289110086625,9,fac1,sen12,sat141,1
7220,2,1668324619.0,1668324974.0,1668324796.5,354.6516809905297,15,fac1,sen12,sat141,0
7221,1,1668276448.0,1668276670.0,1668276559.0,221.40750170754472,8,fac1,sen12,sat142,1
7222,2,1668313475.0,1668313752.0,1668313613.5,276.9055972544156,14,fac1,sen12,sat142,0
7223,1,1668271577.0,1668271821.0,1668271699.0,243.7879375176999,7,fac1,sen12,sat143,1
7224,2,1668309160.0,1668309411.0,1668309285.5,250.47967172181234,13,fac1,sen12,sat143,0
7225,1,1668248641.0,1668248765.0,1668248703.0,123.55085411431537,3,fac1,sen12,sat144,0
7226,2,1668300013.0,1668300217.0,1668300115.0,203.93247138258448,12,fac1,sen12,sat144,1
7227,1,1668274146.0,1668274224.0,1668274185.0,78.2079775926104,7,fac1,sen12,sat145,0
7228,2,1668319750.0,1668319946.0,1668319848.0,196.15725784217648,15,fac1,sen12,sat145,1
7229,1,1668278263.0,1668278634.0,1668278448.5,371.0677042519237,7,fac1,sen12,sat146,0
7230,2,1668319966.0,1668320010.0,1668319988.0,43.99830230289081,14,fac1,sen12,sat146,1
7231,1,1668260137.0,1668260484.0,1668260310.5,347.07414559396057,4,fac1,sen12,sat147,0
7232,2,1668313222.0,1668313499.0,1668313360.5,277.1687336891773,13,fac1,sen12,sat147,1
7233,1,1668257133.0,1668257398.0,1668257265.5,264.41711607174875,4,fac1,sen12,sat148,1
7234,2,1668300245.0,1668300484.0,1668300364.5,238.72905637308577,11,fac1,sen12,sat148,0
7235,1,1668281310.0,1668281703.0,1668281506.5,392.2207549290033,8,fac1,sen12,sat149,1
7236,2,1668321522.0,1668321945.0,1668321733.5,422.55875009237207,14,fac1,sen12,sat149,0
7237,1,1668257321.0,1668257665.0,1668257493.0,343.5134825766145,4,fac1,sen12,sat150,1
7238,2,1668296880.0,1668297280.0,1668297080.0,399.316123204233,10,fac1,sen12,sat150,0
7239,1,1668260961.0,1668261352.0,1668261156.5,390.3774143683113,4,fac1,sen12,sat151,0
7240,2,1668309149.0,1668309272.0,1668309210.5,123.68646580644418,12,fac1,sen12,sat151,1
7241,1,1668264371.0,1668264493.0,1668264432.0,122.80822435409209,5,fac1,sen12,sat152,1
7242,2,1668296318.0,1668296649.0,1668296483.5,331.2644147361425,10,fac1,sen12,sat152,0
7243,1,1668257739.0,1668258119.0,1668257929.0,380.3285911853891,4,fac1,sen12,sat153,1
7244,2,1668290648.0,1668291018.0,1668290833.0,369.7093773989909,9,fac1,sen12,sat153,0
7245,1,1668265637.0,1668265970.0,1668265803.5,333.4151355447357,5,fac1,sen12,sat154,0
7246,2,1668313902.0,1668314283.0,1668314092.5,380.70465480974235,13,fac1,sen12,sat154,1
7247,1,1668248695.0,1668249067.0,1668248881.0,371.56538284977796,3,fac1,sen12,sat155,1
7248,2,1668282258.0,1668282475.0,1668282366.5,216.34448236045864,8,fac1,sen12,sat155,0
7249,3,1668288775.0,1668288807.0,1668288791.0,31.720514094478858,9,fac1,sen12,sat155,0
7250,1,1668280107.0,1668280414.0,1668280260.5,306.50081913574104,8,fac1,sen12,sat156,0
7251,2,1668320647.0,1668320756.0,1668320701.5,108.92622877730173,15,fac1,sen12,sat156,1
7252,1,1668266900.0,1668267235.0,1668267067.5,334.8735348691189,6,fac1,sen12,sat157,1
7253,2,1668305183.0,1668305518.0,1668305350.5,334.819508281922,12,fac1,sen12,sat157,0
7254,1,1668275715.0,1668276163.0,1668275939.0,447.15082383240224,7,fac1,sen12,sat158,1
7255,2,1668316553.0,1668316978.0,1668316765.5,425.16861934386543,13,fac1,sen12,sat158,0
7256,1,1668269398.0,1668269680.0,1668269539.0,282.4438269457096,6,fac1,sen12,sat159,0
7257,2,1668321136.0,1668321283.0,1668321209.5,147.45084734847478,15,fac1,sen12,sat159,1
7258,1,1668240985.0,1668241254.0,1668241119.5,269.6114523465959,2,fac1,sen12,sat160,1
7259,2,1668278622.0,1668278913.0,1668278767.5,290.73719360383257,8,fac1,sen12,sat160,0
7260,3,1668324444.0,1668324699.0,1668324571.5,255.09413814709114,16,fac1,sen12,sat160,1
7261,1,1668240594.0,1668240986.0,1668240790.0,391.7924006293972,1,fac1,sen12,sat161,0
